subjek,final_text,label,status
Sri Mulyani Indrawati,utang jumbobengkak smi naikin ppn kreatif naik susah rakyat ideal tumbuh ekonomi ppn bawah,negatif,prediksi_model
Sri Mulyani Indrawati,mulyani cerdas pintar cerdas pintar minteri orang lemah gilir anak buah korupsi nggak tindak kalo mulyani mundur ngisep darah rakyat,positif,prediksi_model
Sri Mulyani Indrawati,korbanya rakyat lagiinilah pimpin dudah pilih buruk terima ajrasakno saiki,negatif,prediksi_model
Sri Mulyani Indrawati,kelompok tuju,negatif,prediksi_model
Sri Mulyani Indrawati,pbb sosialisasi sesuai njop bayar xlipat,negatif,prediksi_model
Sri Mulyani Indrawati,genjot pajak dapat negera genjot rakyat sulit dapat coba genjot usaha tambang legal ilegal,negatif,prediksi_model
Sri Mulyani Indrawati,gila,negatif,prediksi_model
Sri Mulyani Indrawati,tolong rampas hasil korupsi hukum mati koruptor nyabaru narikin pajaksekarang pajak dinaikin dikorupsiapa nggak kasihan rakyatnyakoplak,negatif,prediksi_model
Sri Mulyani Indrawati,undang penuh pajak,negatif,prediksi_model
Sri Mulyani Indrawati,perintah malakin rakyat pajaknaikin cukupkarena negeri korupsi subur,negatif,prediksi_model
Sri Mulyani Indrawati,solusi apbn utak atik pajakin rakyat sda kelola bijak,negatif,prediksi_model
Sri Mulyani Indrawati,uhuuuuuuiiii,negatif,prediksi_model
Sri Mulyani Indrawati,rubah hemat banyak menteri wamen kalo duit,negatif,prediksi_model
Sri Mulyani Indrawati,udah gila nikh orang naekin ppn mulu,negatif,prediksi_model
Sri Mulyani Indrawati,mikiskan perintah sri prabowo mikirin rakyat darimane,positif,prediksi_model
Sri Mulyani Indrawati,belas kasihan rakyat ppn harga akibat darihutang lebih mampu apbn jebol,negatif,prediksi_model
Sri Mulyani Indrawati,intensif terima negara bangun negara mudah mudah negara maju amin,positif,prediksi_model
Sri Mulyani Indrawati,orng menkeu maen set ngutang mulu kpn tega hukum kmenkue korupsi,negatif,prediksi_model
Sri Mulyani Indrawati,pajak besar jabat pajak korupsi menu rakus kuasa dholim amanah,negatif,prediksi_model
Sri Mulyani Indrawati,hebat sesuai mmg sesuai mau,positif,prediksi_model
Sri Mulyani Indrawati,naik pajak penggal kepala koruptor bersih jabat kurang drastis,negatif,prediksi_model
Sri Mulyani Indrawati,pajak gaji naek barang naek,negatif,prediksi_model
Sri Mulyani Indrawati,gedabrusss jajah,negatif,prediksi_model
Sri Mulyani Indrawati,mundur sriiiiiganti menteri keungan lbh manusia manusia,negatif,prediksi_model
Sri Mulyani Indrawati,percaya ama orang ucap kwik kian gie habibi hasil lepas imf nambah utang bilang takut hutang kita negara kaya kaya ngutang dolar negara untung kalo untung jokowi nurunin dolar neng ama orang,negatif,prediksi_model
Sri Mulyani Indrawati,gara sdm gorong pajak udh dinaikin,negatif,prediksi_model
Sri Mulyani Indrawati,ppn rakyat tambal apbn tekor akibat infeksi virus mulyono dinasti boneka tugas oligarki tenggelam,negatif,prediksi_model
Sri Mulyani Indrawati,korupsi jamaah sebanyakbanyaknya aneh konoha ,negatif,prediksi_model
Sri Mulyani Indrawati,skli omong sblm milu menteri lgkatanya naik ppn blm gantung pimpin tlg jwb bijak krn sesuai amanat suruh tekan perintah kambing hitam trs,negatif,prediksi_model
Sri Mulyani Indrawati,siratu ngutang jagat raya knp sadis,negatif,prediksi_model
Sri Mulyani Indrawati,bikin ngusulin,positif,prediksi_model
Sri Mulyani Indrawati,kalo ppn presiden sip rakyat indonesia turun menggolingkan presiden wakil presiden,positif,prediksi_model
Sri Mulyani Indrawati,sesuai kaum bravo sri ,positif,prediksi_model
Sri Mulyani Indrawati,usaha susu pajak mana tugas nggak amanah rakyat kena adil akherat kelak suka suka kalian dunia tunggu akherat,negatif,prediksi_model
Sri Mulyani Indrawati,halahuu geng kalianpreeetlah,negatif,prediksi_model
Sri Mulyani Indrawati,manusia biadab penghisap rakyat agen imf korupsi resin tmsk depkeu kabar korupsi rakyat dinaikin pajak gitu,negatif,prediksi_model
Sri Mulyani Indrawati,menteri specialis utang pajak ganti,negatif,prediksi_model
Sri Mulyani Indrawati,bahaya tah,negatif,prediksi_model
Sri Mulyani Indrawati,gas naik gaji naik tunjang duit naik pajak,negatif,prediksi_model
Sri Mulyani Indrawati,sriiiiiiiiii sri eling sriiiiii,positif,prediksi_model
Sri Mulyani Indrawati,peras rakyat tainya,negatif,prediksi_model
Sri Mulyani Indrawati,pajak haram hukum terap zakat ajar rasulullah,negatif,prediksi_model
Sri Mulyani Indrawati,persen tinggi asean mulyani spg mulyono rakyat melarat,negatif,prediksi_model
Sri Mulyani Indrawati,ppn rakyat naiksbalikny rencana free tax thn naga modal asing iknsungguh adil,negatif,prediksi_model
Sri Mulyani Indrawati,tuju ppn sarat koruptor hukum mati ruu ampas harta koruptor sah lucu negeri  bayar pajak,negatif,prediksi_model
Sri Mulyani Indrawati,smntra pjk rakyat korup jabat,negatif,prediksi_model
Sri Mulyani Indrawati,relevan jabat negara mungut,negatif,prediksi_model
Sri Mulyani Indrawati,perintah enak narkin ppn rakyat cekek,negatif,prediksi_model
Sri Mulyani Indrawati,ngomong ikn butuh dana,negatif,prediksi_model
Sri Mulyani Indrawati,moga kasih hidayah allah taala,positif,prediksi_model
Sri Mulyani Indrawati,ajurrrr,negatif,prediksi_model
Sri Mulyani Indrawati,sesuai pajak jawabam standar birokrat lindung atur atur bikin langgar ubah,negatif,prediksi_model
Sri Mulyani Indrawati,hajar sda sipit pesek pajak pribumi muantapp,negatif,prediksi_model
Sri Mulyani Indrawati,pegawai negara kerja enak enak sajanegara dana tinggal naik pajakserap anggar timbal masarakat sendirimasarakat milik aset negara initetapi aset pribadi investor cari cari negrikenapa investor masarakat sendiriakan untung menjanjikanbukan pajak pungut masarakat keuntunganmasarakat ratus prusahaan prusahaan negara untung masarakat buka uang rakyat pungut timbal balik masarakatsebenar masarakat indonesia miskin sistem negara sendirijika perintah rakyat rakyat hidup jah tera,negatif,prediksi_model
Sri Mulyani Indrawati,pajak rakyat melarat aman keluarga lapar,negatif,prediksi_model
Sri Mulyani Indrawati,assalamualaikum mundur mundur mundurbu saudara gagal malu mundur mundur bisa naik pajak utang utang utang dasar ratu utang utang,negatif,prediksi_model
Sri Mulyani Indrawati,level professional kelas dunia harusx tempat menteri ekonomi efek progresif rakyat optimal menkeu progresifitas kerja rakyat down grade tax minded tau deflasi parah,positif,prediksi_model
Sri Mulyani Indrawati,nambah hutang peras rakyat  rezim jamane mulyono mulyani mikir kondisi ekonomi rakyat nya,negatif,prediksi_model
Sri Mulyani Indrawati,ppn persen berat rakyat,negatif,prediksi_model
Sri Mulyani Indrawati,pinter banget ngomong menteri uang baik utang pilih,positif,prediksi_model
Sri Mulyani Indrawati,selamat nikmat kejam ekonomi era,negatif,prediksi_model
Sri Mulyani Indrawati,sri enak naikin pajak trus susah rakyat menteri enak listrik byr air byr rmh mobil rakyat susah belanja pajak mati,negatif,prediksi_model
Sri Mulyani Indrawati,woy kesah dpr dpr milih rakyat rakyat skrg protes goblok jadinyahahahahahhahahaha,negatif,prediksi_model
Sri Mulyani Indrawati,bener aje gawenye,negatif,prediksi_model
Sri Mulyani Indrawati,nyusahin rakyat kerja,negatif,prediksi_model
Sri Mulyani Indrawati,perhati gaji buruh karyawan swasta pajak gaji pns asn gaji jabat fasilitas mewah imbang akibat ekonomi negara anjlok,negatif,prediksi_model
Sri Mulyani Indrawati,basmi koruptor,negatif,prediksi_model
Sri Mulyani Indrawati,persen tanggung diskon gratis ongkir mampus rakyat,negatif,prediksi_model
Sri Mulyani Indrawati,hidup hutang pajak rakyat gitu korupsi tinggi dunia negara puii,negatif,prediksi_model
Sri Mulyani Indrawati,sesuai kondisi rakyat sekarat ekonomi nasional puruk,negatif,prediksi_model
Sri Mulyani Indrawati,dipajakin negara malak hasil pajak korup dipake bbrp persen negara model,negatif,prediksi_model
Sri Mulyani Indrawati,pajak ppn biaya gibran blusukan wapres masuk lorong lorong pasar pos lapor wapres ikhlas jalan blusukan pasar dam menteri kacau doktrin jokowi,negatif,prediksi_model
Sri Mulyani Indrawati,sri sri urus sok gepuk malaikat,negatif,prediksi_model
Sri Mulyani Indrawati,sri solusi naik pajak naik buat awas pegawai pajak jujur ahlak hidupnsederhana makan gaji sri mundur,negatif,prediksi_model
Sri Mulyani Indrawati,negara milik freemason,negatif,prediksi_model
Sri Mulyani Indrawati,menteri nurani rakyat swasta menteri bunuh rakyat swasta pelan,negatif,prediksi_model
Sri Mulyani Indrawati,wkwkwkwk orang pinter konoha nyusahin rakyat sda limpah rakyat cekak pajak kejar pajak,negatif,prediksi_model
Sri Mulyani Indrawati,undang manusia revisi laku rakyat blm,negatif,prediksi_model
Sri Mulyani Indrawati,turun sri mulyani kau udah kacau optimis perintah kayak gin,negatif,prediksi_model
Sri Mulyani Indrawati,sri mulyani yth sesal ekonomi negara leau datang jangan rakyat sengsara pajak pph udah tambah ppn naik biaya produksi tinggi ppn tambah sengsara lindung uu uu ayom rakyat menhisap darah rakyat tax ratio naik lah jangan merta enteng naik ppn jabat seh enak tinggal naik pajak lha rakyat gimana korupsi berantas enteng putus naik pajak anak muda pindah kewarganegaraan deh,negatif,prediksi_model
Sri Mulyani Indrawati,warga dinaikin sing njoged,negatif,prediksi_model
Sri Mulyani Indrawati,mantap bener jozzz konoha mang top,positif,prediksi_model
Sri Mulyani Indrawati,nama pajak ganti dng umpet serius nanya,negatif,prediksi_model
Sri Mulyani Indrawati,koq yaaharusnya turunin,negatif,prediksi_model
Sri Mulyani Indrawati,hancurya nkri januari ingattt ceos,positif,prediksi_model
Sri Mulyani Indrawati,iya kaya jabat sesuai emang moga allah balas buat keruk pajak,positif,prediksi_model
Sri Mulyani Indrawati,harap,positif,prediksi_model
Sri Mulyani Indrawati,sri mulyani kalo ngoceh suka kepinteran sesuai sesuai daya beli rakyat kalo apa dipajakin tarif dinaikin jaga sehat apbn bikin sakit kantong rakyat mblewer,negatif,prediksi_model
Sri Mulyani Indrawati,pilih hidup miskin subsidi ketimbang kaya bayar pajak usaha kerja keras ujung ujung bayar pajak emang hidup bayar pajak mending hidup santai miskin,negatif,prediksi_model
Sri Mulyani Indrawati,zaman jokowi sri manja,negatif,prediksi_model
Sri Mulyani Indrawati,tuju pajak ppn bayar udakudak putih,negatif,prediksi_model
Sri Mulyani Indrawati,sda indonesia kayadampak dri sampe skrng msh blm pulih boro nabung aset hbs jual,negatif,prediksi_model
Sri Mulyani Indrawati,pajak negara dislewengkan tengah jalan,negatif,prediksi_model
Sri Mulyani Indrawati,trus duit pke pjabat gtu,negatif,prediksi_model
Sri Mulyani Indrawati,biaya pensiun gaji menteri beban kas negara bayang jaman soeharto sampe skrg msh byk mantan jabat anggota parlemen msh dana pensiun brp taun cba publik brp nominal keluar kas negara dana pensiun alhasil negara butuh uang bayar dana rakyat cekik pajak sektor,negatif,prediksi_model
Sri Mulyani Indrawati,rapbn mes rakyat smakin ngenes usaha peres jabat kantong smakin surples coba gaji potong gimana,negatif,prediksi_model
Sri Mulyani Indrawati,cekik cilik lagibiar pusing,negatif,prediksi_model
Sri Mulyani Indrawati,oke gaes gaes jogetin ajeee,negatif,prediksi_model
Sri Mulyani Indrawati,pulang amerika sono bikin sengsara indo,negatif,prediksi_model
Sri Mulyani Indrawati,buka undang undang dasar revisi sesuai kondisi gimana,negatif,prediksi_model
Sri Mulyani Indrawati,pajak indonesia sesuai undang undang tatacara jajah,negatif,prediksi_model
Sri Mulyani Indrawati,bu,negatif,prediksi_model
Sri Mulyani Indrawati,pajak ngga ngisi perut,negatif,prediksi_model
Sri Mulyani Indrawati,busuk sri mulyani,positif,prediksi_model
Sri Mulyani Indrawati,sri cantik resin bawah bnyaka bawahnmu kurupsi coba turun bawah usaha nunggak pajak sbapnya pegawe sogok perushaan blm byr pjk pdhl yhn bayar coba cnti turun kya jokowi pntau tunggak pajak klu negara bkln utang rena slma trima lapor bawah lihat lokasi lngsung bawah hidup gelimpang harta curi golongn nol hidup mewah pegawe pjk pegawe beacukai glongn pling rendah hidu mewah uang bawah contoh jokowi turun lngsung kbwah jngan abs snang,negatif,prediksi_model
Sri Mulyani Indrawati,sesuai beban rakyat sesuai uuaneh,negatif,prediksi_model
Sri Mulyani Indrawati,sri siap uun tinggal huni,negatif,prediksi_model
Sri Mulyani Indrawati,bikin menku spai haskimx bikin dunia usasha hancur ulah mulyono ngutng gunung,negatif,prediksi_model
Sri Mulyani Indrawati,stnpjbt,negatif,prediksi_model
Sri Mulyani Indrawati,menteri uang mau enak cari duiiit rakyat mati kali,negatif,prediksi_model
Sri Mulyani Indrawati,gelagat mundur kelola pajak repot rakyat usaha pintar dalih uud sejahtera rakyat uud sentuh dar alat,negatif,prediksi_model
Sri Mulyani Indrawati,sesuai rakyat jerit anggur smkin gaji ngga,negatif,prediksi_model
Sri Mulyani Indrawati, rakyat kerja keras ngk kaya kaya kaya contoh pejabatyg video ini brapa fee sayang pendukunngnya goblok semua,positif,prediksi_model
Sri Mulyani Indrawati,naikin ppn koruptor jabat negarappn msh tugasskg ppn barang mewah mahal,negatif,prediksi_model
Sri Mulyani Indrawati,buka pajak turun sengsara rakyat paradok buku indonesia paradok moga bpk presinet tahan sampe turun,negatif,prediksi_model
Sri Mulyani Indrawati,tai ngenyusahi trs orang,negatif,prediksi_model
Sri Mulyani Indrawati,gitu repot persen sesuai,negatif,prediksi_model
Sri Mulyani Indrawati,lawak,negatif,prediksi_model
Sri Mulyani Indrawati,jokowi tarik srimuliani karna kerja bank dunia karna nasib bangsa pimpin orng begok liat jabat ngutang naikin pajak naikin hrg bbm,negatif,prediksi_model
Sri Mulyani Indrawati,liat kompensasi warga subsidi naik gaji dana desa naik apakahz maap,negatif,prediksi_model
Sri Mulyani Indrawati,ppn oke gas oke gas kaum hati mah sedih wkwkwk jilat bela lupa jogetin,negatif,prediksi_model
Sri Mulyani Indrawati,mari rakyat hidup hemat,negatif,prediksi_model
Sri Mulyani Indrawati,terima kasih krn pajak negara dapat bayar hutang gaji menteri,negatif,prediksi_model
Sri Mulyani Indrawati,ubah,positif,prediksi_model
Sri Mulyani Indrawati,pengikit mukidi bilang bayar pajak lupa bayar ppn skrng,negatif,prediksi_model
Sri Mulyani Indrawati,sia mah sesuai wae dasar garong spg jokowi,negatif,prediksi_model
Sri Mulyani Indrawati,ngutang jerat rakyat pajak,negatif,prediksi_model
Sri Mulyani Indrawati,naikin pajak biar bayar utangyang ngutang leha leha rumah rakyat kena imbasnyamemang sri pintar ngomong,negatif,prediksi_model
Sri Mulyani Indrawati,senang moga kabinet jaga daulat negara,positif,prediksi_model
Sri Mulyani Indrawati,bintang,positif,prediksi_model
Sri Mulyani Indrawati,pesan luhut,negatif,prediksi_model
Sri Mulyani Indrawati,naekkan buk menteri masarakat sengsara biar podo tres jabat biar korupsi tambah,negatif,prediksi_model
Sri Mulyani Indrawati,rakyat indonesia susah pajak ppn dampak susah rakyat butuh hidup naik rakyat butuh ikntidak butuh kabinet gemoy boros rakyat indonesia bodoh omon tendang nanti,negatif,prediksi_model
Sri Mulyani Indrawati,heran sri mulyani dipake kontribusi thd gunung hutang negara mewek pamit dpn dpr jgn dipake tutup bejat bijak mulyono,negatif,prediksi_model
Sri Mulyani Indrawati,prsnprsn ajayg prsn bener pentinggunakn zoomgk ribet buang anggar,negatif,prediksi_model
Sri Mulyani Indrawati,tiket pesawat dimurahin biar hemat,negatif,prediksi_model
Sri Mulyani Indrawati,nahhemat,negatif,prediksi_model
Sri Mulyani Indrawati,imbas hemat rakyat ujung bayar pjak kejam dri hidup nenek bayar upeti zaman belanda,negatif,prediksi_model
Sri Mulyani Indrawati,tau hemat bikin gemuk kabinet buang buang anggar politik balas budi,negatif,prediksi_model
Sri Mulyani Indrawati,tunjang jabat pnsbumndprmpr kurang twrlalu dana desa kurang dana desa tdk signifikan dinyerima hasil desa jalan data contoh data warga miskin terima bpjs,negatif,prediksi_model
Sri Mulyani Indrawati,mantab,negatif,prediksi_model
