text,tokoh,date,video_title,channel_name,author,text_clean,prediksi_label_raw,score_keyakinan,label_final
"Betul juga
Sudah bertahun tahun kerja dengan bule dan orang asing lain rata2 tulisan kita orang Indonesia kecil.",Purbaya Yudhi Sadewa,2025-10-21T12:47:46Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@awansuryanadi3854,betul juga sudah bertahun tahun kerja dengan bule dan orang asing lain rata tulisan kita orang indonesia kecil,negative,0.9984275102615356,Negatif
"Benar sekali pak presiden, anak sekarang tulisannya jelek karena jarang disuruh nulis",Purbaya Yudhi Sadewa,2025-10-21T12:46:03Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@debysalam2072,benar sekali pak presiden anak sekarang tulisannya jelek karena jarang disuruh nulis,negative,0.9995829463005066,Negatif
"Presiden selalu memikirkan rakyat nya, tapi bawahannya hanya memikirkan dirinya sendiri.",Purbaya Yudhi Sadewa,2025-10-21T12:37:18Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@INgame552,presiden selalu memikirkan rakyat nya tapi bawahannya hanya memikirkan dirinya sendiri,negative,0.8106276392936707,Negatif
"Jangan cuma menulis dg baik tapi lebih penting lagi  berbahasa dg baik, sebab bahasa menunjukkan kepribadian.., saat ini sudah banyak sekali para pejabat yg seyogyanya adalah panutan orang banyak bahasa mereka banyak yg tidak benar.",Purbaya Yudhi Sadewa,2025-10-21T12:35:01Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@DzikrialAbdi,jangan cuma menulis dg baik tapi lebih penting lagi berbahasa dg baik sebab bahasa menunjukkan kepribadian saat ini sudah banyak sekali para pejabat yg seyogyanya adalah panutan orang banyak bahasa mereka banyak yg tidak benar,negative,0.9819751381874084,Negatif
"hrus kreatif.'!!!.!.
         produktif
         expansif.",Purbaya Yudhi Sadewa,2025-10-21T12:34:52Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@hyat06,hrus kreatif produktif expansif,neutral,0.9659605622291565,Netral
Bagus...perbaiki attitude..bertutur n nulis sopan...tak boleh kata² goblok ndaasmu..di publik smga bangsa ini semakin baik.maju😊,Purbaya Yudhi Sadewa,2025-10-21T12:34:34Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@fauzirustam1683,bagus perbaiki attitude bertutur n nulis sopan tak boleh kata goblok ndaasmu di publik smga bangsa ini semakin baik maju,positive,0.9292278289794922,Positif
"Diplosok"" desa masih banyak yg menulis kecil"" karna menghemat buku termasuk saya sendiri dulu menulis kecil"" mau beli buku aja orang tua susah JD saya berhemat sebisanya",Purbaya Yudhi Sadewa,2025-10-21T12:10:57Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@JokoPendem-w9u,diplosok desa masih banyak yg menulis kecil karna menghemat buku termasuk saya sendiri dulu menulis kecil mau beli buku aja orang tua susah jd saya berhemat sebisanya,positive,0.899095356464386,Positif
Menulis menggunakan kapur dan papan tulis warna hitam ❤era 1980 mantap,Purbaya Yudhi Sadewa,2025-10-21T12:04:13Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@Ilhamramadhan-s3f,menulis menggunakan kapur dan papan tulis warna hitam era mantap,positive,0.952288031578064,Positif
Luhut mana ya 😂,Purbaya Yudhi Sadewa,2025-10-21T12:02:15Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@Ilhamramadhan-s3f,luhut mana ya,negative,0.9921326041221619,Negatif
Prabowo akan mengeluarkan dekret.  isibya menunjuk purbaya jd  presiden 1 thn.  utk beresin  luhut jokowi pratikno,Purbaya Yudhi Sadewa,2025-10-21T11:54:55Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@jokoriyanto9038,prabowo akan mengeluarkan dekret isibya menunjuk purbaya jd presiden thn utk beresin luhut jokowi pratikno,neutral,0.9988046884536743,Netral
mungkin suatu hari nanti NKRI kluar dari ASEAN ..dulu era 60 an  saja kluar dari PBB ...,Purbaya Yudhi Sadewa,2025-10-21T11:53:23Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@khairulanam342,mungkin suatu hari nanti nkri kluar dari asean dulu era an saja kluar dari pbb,neutral,0.9864685535430908,Netral
Sangat² setuju kembali di berlakukan lebih banyak menulis di sekolah bila perlu sistem catur Wulan di kembalikan dan hapuskan libur yg tidak penting.,Purbaya Yudhi Sadewa,2025-10-21T11:37:19Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@r3sc4lboys,sangat setuju kembali di berlakukan lebih banyak menulis di sekolah bila perlu sistem catur wulan di kembalikan dan hapuskan libur yg tidak penting,negative,0.9564496874809265,Negatif
siapa orang ini ...pelaku parawisata ..atau pelancong  yg suka malaysia ...klau mentri pariwisata yg ngomong baru kupercaya,Purbaya Yudhi Sadewa,2025-10-21T11:32:31Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@khairulanam342,siapa orang ini pelaku parawisata atau pelancong yg suka malaysia klau mentri pariwisata yg ngomong baru kupercaya,negative,0.9678957462310791,Negatif
Apa yg dikatakan pak prabowo lha kok yg saya lakukan waktu sekolah dulu… suka hemat hemat kertas,Purbaya Yudhi Sadewa,2025-10-21T11:32:24Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@BobSaduwi,apa yg dikatakan pak prabowo lha kok yg saya lakukan waktu sekolah dulu suka hemat hemat kertas,positive,0.9784353971481323,Positif
Santai aja Mas 01...NKRI Sudah Berapa Kali Ganti2x Presiden. Jalankan saja Sesuai Kemauan Mas 01,Purbaya Yudhi Sadewa,2025-10-21T11:23:56Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@GunawanOtomotif,santai aja mas nkri sudah berapa kali ganti x presiden jalankan saja sesuai kemauan mas,negative,0.8088638186454773,Negatif
"Setuju pak presiden, anak2 jaman skrg kebanyakan tulisanya burik2",Purbaya Yudhi Sadewa,2025-10-21T11:15:30Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@jakgg123,setuju pak presiden anak jaman skrg kebanyakan tulisanya burik,negative,0.9990394711494446,Negatif
"Yg diomong pak presiden itu kayak saya jaman SD . Saking hematnya buku , tulisan kecil sampe rapet .",Purbaya Yudhi Sadewa,2025-10-21T11:07:13Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@brobolt,yg diomong pak presiden itu kayak saya jaman sd saking hematnya buku tulisan kecil sampe rapet,negative,0.986839234828949,Negatif
Menteri keuangan hrs dilindungi,Purbaya Yudhi Sadewa,2025-10-21T11:06:05Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@MeiIsnanto,menteri keuangan hrs dilindungi,neutral,0.9917781352996826,Netral
"Seeharusnya klo tau gitu,alangkah baiknya diberikan buku tulis dr negara setiap semestrnya gratis",Purbaya Yudhi Sadewa,2025-10-21T10:58:50Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@mechanicfishing,seeharusnya klo tau gitu alangkah baiknya diberikan buku tulis dr negara setiap semestrnya gratis,neutral,0.9689383506774902,Netral
MenKeu Rasa Wapres,Purbaya Yudhi Sadewa,2025-10-21T10:58:00Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@abdul-vq1zr,menkeu rasa wapres,neutral,0.9841291904449463,Netral
Menteri favorit rakyat😊,Purbaya Yudhi Sadewa,2025-10-21T10:55:27Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@KaptenMemo-r9o,menteri favorit rakyat,positive,0.993833065032959,Positif
"Gak nyambung ,tulisan kecil seperti apa tulisan besar kaya apa...
Pak...pak ngomongnya saja udah ngos-ngosan begitu..",Purbaya Yudhi Sadewa,2025-10-21T10:54:23Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@TariImah-bk2wh,gak nyambung tulisan kecil seperti apa tulisan besar kaya apa pak pak ngomongnya saja udah ngos ngosan begitu,negative,0.9992995262145996,Negatif
"Coba tanya sama Jokowi pak
Dulu Muda nya di ijazah pake kacamata
Tapi pas tua nya malah sembuh",Purbaya Yudhi Sadewa,2025-10-21T10:53:44Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@gragecirebon9788,coba tanya sama jokowi pak dulu muda nya di ijazah pake kacamata tapi pas tua nya malah sembuh,negative,0.9707048535346985,Negatif
Apa yang di ucapkan gusdur ternyata sekarang sudah terbukti,Purbaya Yudhi Sadewa,2025-10-21T10:49:41Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@arista877,apa yang di ucapkan gusdur ternyata sekarang sudah terbukti,positive,0.9858470559120178,Positif
Gibran suruh belajar menulis lg itu Pak,Purbaya Yudhi Sadewa,2025-10-21T10:40:46Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@MuhammadNurkholis-kc1rj,gibran suruh belajar menulis lg itu pak,neutral,0.99680495262146,Netral
Salut... presiden ku,Purbaya Yudhi Sadewa,2025-10-21T10:33:56Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@anggisisyulianto3293,salut presiden ku,negative,0.9933997392654419,Negatif
"Inilah presiden yang sangat memperhatikan ANAK ANAK GENERASI PENERUS BANGSA, bukan presiden yang sibuk ngurus anak sendiri. LUAR BIASA, JENDERAL PRABOWO, ANDA PRESIDEN SEJATI.",Purbaya Yudhi Sadewa,2025-10-21T10:27:38Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@zoomcraft-gd8in,inilah presiden yang sangat memperhatikan anak anak generasi penerus bangsa bukan presiden yang sibuk ngurus anak sendiri luar biasa jenderal prabowo anda presiden sejati,positive,0.940811038017273,Positif
"Pak Purbaya ga ada kepentingan ama parpol, yg lainnya petugas parpol",Purbaya Yudhi Sadewa,2025-10-21T10:26:07Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@rikirivaldi2174,pak purbaya ga ada kepentingan ama parpol yg lainnya petugas parpol,neutral,0.9959231615066528,Netral
"Saya ingin sekarang ini :
Dosen, Guru, Mahasiswa dan siswa bisa dan di biasakan mnulis latin bersambung.
Krna sekarng sngt jarang yg bisa itu .....",Purbaya Yudhi Sadewa,2025-10-21T10:15:01Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@umarfatoni1487,saya ingin sekarang ini dosen guru mahasiswa dan siswa bisa dan di biasakan mnulis latin bersambung krna sekarng sngt jarang yg bisa itu,neutral,0.7326421737670898,Netral
"Barokallohu fiikum. Semoga Pak Presiden diberi kesehatan , panjang umur, dan keberkahan dalam hidup. Aamiin",Purbaya Yudhi Sadewa,2025-10-21T10:13:47Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@abuukasyah1116,barokallohu fiikum semoga pak presiden diberi kesehatan panjang umur dan keberkahan dalam hidup aamiin,positive,0.9875548481941223,Positif
dari hal kecil bisa berdampak besar..mantap pak prabowo,Purbaya Yudhi Sadewa,2025-10-21T10:12:46Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@taufikiskandar1687,dari hal kecil bisa berdampak besar mantap pak prabowo,positive,0.9984049201011658,Positif
Gak jelasssss,Purbaya Yudhi Sadewa,2025-10-21T10:09:22Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@joan8745,gak jelasssss,negative,0.9994204044342041,Negatif
"Ini program yg harus di dukung,miris saya mendengar pidato pk Prabowo 😭..
Iya saya jadi ingat, karena menulis salah satu cara bisa menjadi hapal karena siswa merasa menulis.... paham ga cukk?",Purbaya Yudhi Sadewa,2025-10-21T10:04:44Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@rafifcacachannel5249,ini program yg harus di dukung miris saya mendengar pidato pk prabowo iya saya jadi ingat karena menulis salah satu cara bisa menjadi hapal karena siswa merasa menulis paham ga cukk,negative,0.9335150122642517,Negatif
Menyala presiden qu. 😘,Purbaya Yudhi Sadewa,2025-10-21T09:46:39Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@RamdhaniSuccess,menyala presiden qu,neutral,0.9223664999008179,Netral
"Banyak yang sepele terkait hal kecil yang disampaikan Prabowo, nyatanya anak sekarang udah SMP SMA perkalian pun tak hatam. Miris banget",Purbaya Yudhi Sadewa,2025-10-21T09:42:21Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@DS-tz9gp,banyak yang sepele terkait hal kecil yang disampaikan prabowo nyatanya anak sekarang udah smp sma perkalian pun tak hatam miris banget,negative,0.9985767602920532,Negatif
"Itulah efek dari program 2 guru penggerak, guru dan siswa dipaksakan bergelut dengan aplikasi. Guru dianggap sukses jika sudah menjadi guru penggerak. Aktifkan kembali CALISTUNG terutama tulisan indah dan rapi🙏",Purbaya Yudhi Sadewa,2025-10-21T09:40:29Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@zainuddinzainuddin7760,itulah efek dari program guru penggerak guru dan siswa dipaksakan bergelut dengan aplikasi guru dianggap sukses jika sudah menjadi guru penggerak aktifkan kembali calistung terutama tulisan indah dan rapi,positive,0.9814966917037964,Positif
"bEtul pak presiden,, anak yg tulisan kecil rentan memakai kacamata,, banyak anak yg udah pake kacamata padahal baru umur 10-15 tahun.   kejadian keluarga saya juga begitu pak,,, tulisan kecil kecil krn takut buku habis, jadinya tulisan sangat tidak terlihat.",Purbaya Yudhi Sadewa,2025-10-21T09:10:15Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@yovieplay7625,betul pak presiden anak yg tulisan kecil rentan memakai kacamata banyak anak yg udah pake kacamata padahal baru umur tahun kejadian keluarga saya juga begitu pak tulisan kecil kecil krn takut buku habis jadinya tulisan sangat tidak terlihat,negative,0.9986457228660583,Negatif
Bismillah.. Indonesia bangkit ❤🤍🖤💚,Purbaya Yudhi Sadewa,2025-10-21T09:01:45Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@simoneben,bismillah indonesia bangkit,positive,0.9983581900596619,Positif
"Prabowo orang baik, loyalitas pada bangsa ini saya tidak ragukan, Purbaya orang baik, loyalitasnya pada bangsa ini juga tidak diragukan, tetapi bagaimana dengan  para pembantu presiden lainya??? Mereka adalah orang orang partai yang prinsip mereka adalah TRANSAKSIONALITAS.
😢😢😢",Purbaya Yudhi Sadewa,2025-10-21T08:58:30Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@JroGedePanji,prabowo orang baik loyalitas pada bangsa ini saya tidak ragukan purbaya orang baik loyalitasnya pada bangsa ini juga tidak diragukan tetapi bagaimana dengan para pembantu presiden lainya mereka adalah orang orang partai yang prinsip mereka adalah transaksionalitas,positive,0.9952324032783508,Positif
"Sip pak, hal2 YG GA PERNAH DIGARAP PAK JOKOWI.",Purbaya Yudhi Sadewa,2025-10-21T08:56:16Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@miradewi791,sip pak hal yg ga pernah digarap pak jokowi,negative,0.9718065857887268,Negatif
Tulisan resep dokter paket hemat.,Purbaya Yudhi Sadewa,2025-10-21T08:51:17Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@MHS-sb9zt,tulisan resep dokter paket hemat,positive,0.9383291006088257,Positif
Benar pak.. saya sangat miris melihat generasi bangsa saat ini masalah tulisan sangat jelek dibandingkan kita dulu.. karna apa..? Guru2nya juga jelek2 tulisannya. Bahkan dikota2 besar saat ini anak smp.. sma tulisannya hampir semua jelek,Purbaya Yudhi Sadewa,2025-10-21T08:50:01Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@laksamanaumatjina8859,benar pak saya sangat miris melihat generasi bangsa saat ini masalah tulisan sangat jelek dibandingkan kita dulu karna apa guru nya juga jelek tulisannya bahkan dikota besar saat ini anak smp sma tulisannya hampir semua jelek,negative,0.9995537400245667,Negatif
"Betul Mr presiden begitu detail perhatiannya terhadap rakyat , jngn disepelekan ...kita dukung hal2 yg baik , jngn di krecokin dg hal2 yg buruk . Perlu pendd moral seperti jmn dulu , agar murid2 tdk cengeng , sedikit di sentil guru melapor ke ortu",Purbaya Yudhi Sadewa,2025-10-21T08:47:02Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@endanghellyarti2266,betul mr presiden begitu detail perhatiannya terhadap rakyat jngn disepelekan kita dukung hal yg baik jngn di krecokin dg hal yg buruk perlu pendd moral seperti jmn dulu agar murid tdk cengeng sedikit di sentil guru melapor ke ortu,positive,0.9860063791275024,Positif
"Setujuuu pa, masukan kembali kegiatan menulis sebagai salah satu mata pelajaran, tulisan anak2 sekarang paaaa, ampunnn",Purbaya Yudhi Sadewa,2025-10-21T08:47:01Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@endahandhary214,setujuuu pa masukan kembali kegiatan menulis sebagai salah satu mata pelajaran tulisan anak sekarang paaaa ampunnn,positive,0.9931861162185669,Positif
"Setuju pak prabowo, juga pelajaran PMP.  Pendidikan Moral Pancasila, agaranak2 ini punya adab, punya etik, punya sopan santun, punya moral, punya tata krama thd org yg lebih tua dan yg lbh kecil darinya. Punya moral2 pancasila dlm dirinya shg bs menghargai sesamanya walau berbeda agama.",Purbaya Yudhi Sadewa,2025-10-21T08:42:36Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@zeeza2289,setuju pak prabowo juga pelajaran pmp pendidikan moral pancasila agaranak ini punya adab punya etik punya sopan santun punya moral punya tata krama thd org yg lebih tua dan yg lbh kecil darinya punya moral pancasila dlm dirinya shg bs menghargai sesamanya walau berbeda agama,positive,0.9969778060913086,Positif
Benar sekali anak2 sekarang tulisannya banyak yg kurang bagus,Purbaya Yudhi Sadewa,2025-10-21T08:31:16Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@mohrfq2556,benar sekali anak sekarang tulisannya banyak yg kurang bagus,negative,0.9987799525260925,Negatif
Kasih lah duit untuk beli alat tulis bagi yg tidak mampu....tapi jgn impor lagi...gerakkan dlm negeri..jgn spt MBG yg impor ompreng makan..mahal lagi,Purbaya Yudhi Sadewa,2025-10-21T08:26:21Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@udinbae8908,kasih lah duit untuk beli alat tulis bagi yg tidak mampu tapi jgn impor lagi gerakkan dlm negeri jgn spt mbg yg impor ompreng makan mahal lagi,negative,0.9954791069030762,Negatif
Lanjutkan 4 priode mantapp,Purbaya Yudhi Sadewa,2025-10-21T08:12:50Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@syaefulalam9671,lanjutkan priode mantapp,neutral,0.9953358769416809,Netral
